CODE,DESCRIPTION,MUNICITY,MUNICITY_1_2_3_4
150702000,City of Lamitan (Capital),150702000City of Lamitan (Capital),150702000City of Lamitan (Capital)
150703000,Lantawan,150703000Lantawan,150703000Lantawan
150704000,Maluso,150704000Maluso,150704000Maluso
150705000,Sumisip,150705000Sumisip,150705000Sumisip
150706000,Tipo-Tipo,150706000Tipo-Tipo,150706000Tipo-Tipo
150707000,Tuburan,150707000Tuburan,150707000Tuburan
150708000,Akbar,150708000Akbar,150708000Akbar
150709000,Al-Barka,150709000Al-Barka,150709000Al-Barka
150710000,Hadji Mohammad Ajul,150710000Hadji Mohammad Ajul,150710000Hadji Mohammad Ajul
150711000,Ungkaya Pukan,150711000Ungkaya Pukan,150711000Ungkaya Pukan
150712000,Hadji Muhtamad,150712000Hadji Muhtamad,150712000Hadji Muhtamad
150713000,Tabuan-Lasa,150713000Tabuan-Lasa,150713000Tabuan-Lasa
153601000,Bacolod-Kalawi,153601000Bacolod-Kalawi,153601000Bacolod-Kalawi
153602000,Balabagan,153602000Balabagan,153602000Balabagan
153603000,Balindong,153603000Balindong,153603000Balindong
153604000,Bayang,153604000Bayang,153604000Bayang
153605000,Binidayan,153605000Binidayan,153605000Binidayan
153606000,Bubong,153606000Bubong,153606000Bubong
153607000,Butig,153607000Butig,153607000Butig
153609000,Ganassi,153609000Ganassi,153609000Ganassi
153610000,Kapai,153610000Kapai,153610000Kapai
153611000,Lumba-Bayabao,153611000Lumba-Bayabao,153611000Lumba-Bayabao
153612000,Lumbatan,153612000Lumbatan,153612000Lumbatan
153613000,Madalum,153613000Madalum,153613000Madalum
153614000,Madamba,153614000Madamba,153614000Madamba
153615000,Malabang,153615000Malabang,153615000Malabang
153616000,Marantao,153616000Marantao,153616000Marantao
153617000,City of Marawi (Capital),153617000City of Marawi (Capital),153617000City of Marawi (Capital)
153618000,Masiu,153618000Masiu,153618000Masiu
153619000,Mulondo,153619000Mulondo,153619000Mulondo
153620000,Pagayawan,153620000Pagayawan,153620000Pagayawan
153621000,Piagapo,153621000Piagapo,153621000Piagapo
153622000,Poona Bayabao,153622000Poona Bayabao,153622000Poona Bayabao
153623000,Pualas,153623000Pualas,153623000Pualas
153624000,Ditsaan-Ramain,153624000Ditsaan-Ramain,153624000Ditsaan-Ramain
153625000,Saguiaran,153625000Saguiaran,153625000Saguiaran
153626000,Tamparan,153626000Tamparan,153626000Tamparan
153627000,Taraka,153627000Taraka,153627000Taraka
153628000,Tubaran,153628000Tubaran,153628000Tubaran
153629000,Tugaya,153629000Tugaya,153629000Tugaya
153630000,Wao,153630000Wao,153630000Wao
153631000,Marogong,153631000Marogong,153631000Marogong
153632000,Calanogas,153632000Calanogas,153632000Calanogas
153633000,Buadiposo-Buntong,153633000Buadiposo-Buntong,153633000Buadiposo-Buntong
153634000,Maguing,153634000Maguing,153634000Maguing
153635000,Picong,153635000Picong,153635000Picong
153636000,Lumbayanague,153636000Lumbayanague,153636000Lumbayanague
153637000,Amai Manabilang,153637000Amai Manabilang,153637000Amai Manabilang
153638000,Tagoloan Ii,153638000Tagoloan Ii,153638000Tagoloan Ii
153639000,Kapatagan,153639000Kapatagan,153639000Kapatagan
153640000,Sultan Dumalondong,153640000Sultan Dumalondong,153640000Sultan Dumalondong
153641000,Lumbaca-Unayan,153641000Lumbaca-Unayan,153641000Lumbaca-Unayan
153801000,Ampatuan,153801000Ampatuan,153801000Ampatuan
153802000,Buldon,153802000Buldon,153802000Buldon
153803000,Buluan,153803000Buluan,153803000Buluan
153805000,Datu Paglas,153805000Datu Paglas,153805000Datu Paglas
153806000,Datu Piang,153806000Datu Piang,153806000Datu Piang
153807000,Datu Odin Sinsuat,153807000Datu Odin Sinsuat,153807000Datu Odin Sinsuat
153808000,Shariff Aguak (Capital),153808000Shariff Aguak (Capital),153808000Shariff Aguak (Capital)
153809000,Matanog,153809000Matanog,153809000Matanog
153810000,Pagalungan,153810000Pagalungan,153810000Pagalungan
153811000,Parang,153811000Parang,153811000Parang
153812000,Sultan Kudarat,153812000Sultan Kudarat,153812000Sultan Kudarat
153813000,Sultan Sa Barongis,153813000Sultan Sa Barongis,153813000Sultan Sa Barongis
153814000,Kabuntalan,153814000Kabuntalan,153814000Kabuntalan
153815000,Upi,153815000Upi,153815000Upi
153816000,Talayan,153816000Talayan,153816000Talayan
153817000,South Upi,153817000South Upi,153817000South Upi
153818000,Barira,153818000Barira,153818000Barira
153819000,Gen. S.K. Pendatun,153819000Gen. S.K. Pendatun,153819000Gen. S.K. Pendatun
153820000,Mamasapano,153820000Mamasapano,153820000Mamasapano
153821000,Talitay,153821000Talitay,153821000Talitay
153822000,Pagagawan,153822000Pagagawan,153822000Pagagawan
153823000,Paglat,153823000Paglat,153823000Paglat
153824000,Sultan Mastura,153824000Sultan Mastura,153824000Sultan Mastura
153825000,Guindulungan,153825000Guindulungan,153825000Guindulungan
153826000,Datu Saudi-Ampatuan,153826000Datu Saudi-Ampatuan,153826000Datu Saudi-Ampatuan
153827000,Datu Unsay,153827000Datu Unsay,153827000Datu Unsay
153828000,Datu Abdullah Sangki,153828000Datu Abdullah Sangki,153828000Datu Abdullah Sangki
153829000,Rajah Buayan,153829000Rajah Buayan,153829000Rajah Buayan
153830000,Datu Blah T. Sinsuat,153830000Datu Blah T. Sinsuat,153830000Datu Blah T. Sinsuat
153831000,Datu Anggal Midtimbang,153831000Datu Anggal Midtimbang,153831000Datu Anggal Midtimbang
153832000,Mangudadatu,153832000Mangudadatu,153832000Mangudadatu
153833000,Pandag,153833000Pandag,153833000Pandag
153834000,Northern Kabuntalan,153834000Northern Kabuntalan,153834000Northern Kabuntalan
153835000,Datu Hoffer Ampatuan,153835000Datu Hoffer Ampatuan,153835000Datu Hoffer Ampatuan
153836000,Datu Salibo,153836000Datu Salibo,153836000Datu Salibo
153837000,Shariff Saydona Mustapha,153837000Shariff Saydona Mustapha,153837000Shariff Saydona Mustapha
156601000,Indanan,156601000Indanan,156601000Indanan
156602000,Jolo (Capital),156602000Jolo (Capital),156602000Jolo (Capital)
156603000,Kalingalan Caluang,156603000Kalingalan Caluang,156603000Kalingalan Caluang
156604000,Luuk,156604000Luuk,156604000Luuk
156605000,Maimbung,156605000Maimbung,156605000Maimbung
156606000,Hadji Panglima Tahil,156606000Hadji Panglima Tahil,156606000Hadji Panglima Tahil
156607000,Old Panamao,156607000Old Panamao,156607000Old Panamao
156608000,Pangutaran,156608000Pangutaran,156608000Pangutaran
156609000,Parang,156609000Parang,156609000Parang
156610000,Pata,156610000Pata,156610000Pata
156611000,Patikul,156611000Patikul,156611000Patikul
156612000,Siasi,156612000Siasi,156612000Siasi
156613000,Talipao,156613000Talipao,156613000Talipao
156614000,Tapul,156614000Tapul,156614000Tapul
156615000,Tongkil,156615000Tongkil,156615000Tongkil
156616000,Panglima Estino,156616000Panglima Estino,156616000Panglima Estino
156617000,Lugus,156617000Lugus,156617000Lugus
156618000,Pandami,156618000Pandami,156618000Pandami
156619000,Omar,156619000Omar,156619000Omar
157001000,Panglima Sugala,157001000Panglima Sugala,157001000Panglima Sugala
157002000,Bongao (Capital),157002000Bongao (Capital),157002000Bongao (Capital)
157003000,Mapun,157003000Mapun,157003000Mapun
157004000,Simunul,157004000Simunul,157004000Simunul
157005000,Sitangkai,157005000Sitangkai,157005000Sitangkai
157006000,South Ubian,157006000South Ubian,157006000South Ubian
157007000,Tandubas,157007000Tandubas,157007000Tandubas
157008000,Turtle Islands,157008000Turtle Islands,157008000Turtle Islands
157009000,Languyan,157009000Languyan,157009000Languyan
157010000,Sapa-Sapa,157010000Sapa-Sapa,157010000Sapa-Sapa
157011000,Sibutu,157011000Sibutu,157011000Sibutu
160201000,Buenavista,160201000Buenavista,160201000Buenavista
160202000,City of Butuan (Capital),160202000City of Butuan (Capital),160202000City of Butuan (Capital)
160203000,City of Cabadbaran,160203000City of Cabadbaran,160203000City of Cabadbaran
160204000,Carmen,160204000Carmen,160204000Carmen
160205000,Jabonga,160205000Jabonga,160205000Jabonga
160206000,Kitcharao,160206000Kitcharao,160206000Kitcharao
160207000,Las Nieves,160207000Las Nieves,160207000Las Nieves
160208000,Magallanes,160208000Magallanes,160208000Magallanes
160209000,Nasipit,160209000Nasipit,160209000Nasipit
160210000,Santiago,160210000Santiago,160210000Santiago
160211000,Tubay,160211000Tubay,160211000Tubay
160212000,Remedios T. Romualdez,160212000Remedios T. Romualdez,160212000Remedios T. Romualdez
160301000,City of Bayugan,160301000City of Bayugan,160301000City of Bayugan
160302000,Bunawan,160302000Bunawan,160302000Bunawan
160303000,Esperanza,160303000Esperanza,160303000Esperanza
160304000,La Paz,160304000La Paz,160304000La Paz
160305000,Loreto,160305000Loreto,160305000Loreto
160306000,Prosperidad (Capital),160306000Prosperidad (Capital),160306000Prosperidad (Capital)
160307000,Rosario,160307000Rosario,160307000Rosario
160308000,San Francisco,160308000San Francisco,160308000San Francisco
160309000,San Luis,160309000San Luis,160309000San Luis
160310000,Santa Josefa,160310000Santa Josefa,160310000Santa Josefa
160311000,Talacogon,160311000Talacogon,160311000Talacogon
160312000,Trento,160312000Trento,160312000Trento
160313000,Veruela,160313000Veruela,160313000Veruela
160314000,Sibagat,160314000Sibagat,160314000Sibagat
166701000,Alegria,166701000Alegria,166701000Alegria
166702000,Bacuag,166702000Bacuag,166702000Bacuag
166704000,Burgos,166704000Burgos,166704000Burgos
166706000,Claver,166706000Claver,166706000Claver
166707000,Dapa,166707000Dapa,166707000Dapa
166708000,Del Carmen,166708000Del Carmen,166708000Del Carmen
166710000,General Luna,166710000General Luna,166710000General Luna
166711000,Gigaquit,166711000Gigaquit,166711000Gigaquit
166714000,Mainit,166714000Mainit,166714000Mainit
166715000,Malimono,166715000Malimono,166715000Malimono
166716000,Pilar,166716000Pilar,166716000Pilar
166717000,Placer,166717000Placer,166717000Placer
166718000,San Benito,166718000San Benito,166718000San Benito
166719000,San Francisco,166719000San Francisco,166719000San Francisco
166720000,San Isidro,166720000San Isidro,166720000San Isidro
166721000,Santa Monica,166721000Santa Monica,166721000Santa Monica
166722000,Sison,166722000Sison,166722000Sison
166723000,Socorro,166723000Socorro,166723000Socorro
166724000,City of Surigao (Capital),166724000City of Surigao (Capital),166724000City of Surigao (Capital)
166725000,Tagana-An,166725000Tagana-An,166725000Tagana-An
166727000,Tubod,166727000Tubod,166727000Tubod
166801000,Barobo,166801000Barobo,166801000Barobo
166802000,Bayabas,166802000Bayabas,166802000Bayabas
166803000,City of Bislig,166803000City of Bislig,166803000City of Bislig
166804000,Cagwait,166804000Cagwait,166804000Cagwait
166805000,Cantilan,166805000Cantilan,166805000Cantilan
166806000,Carmen,166806000Carmen,166806000Carmen
166807000,Carrascal,166807000Carrascal,166807000Carrascal
166808000,Cortes,166808000Cortes,166808000Cortes
166809000,Hinatuan,166809000Hinatuan,166809000Hinatuan
166810000,Lanuza,166810000Lanuza,166810000Lanuza
166811000,Lianga,166811000Lianga,166811000Lianga
166812000,Lingig,166812000Lingig,166812000Lingig
166813000,Madrid,166813000Madrid,166813000Madrid
166814000,Marihatag,166814000Marihatag,166814000Marihatag
166815000,San Agustin,166815000San Agustin,166815000San Agustin
166816000,San Miguel,166816000San Miguel,166816000San Miguel
166817000,Tagbina,166817000Tagbina,166817000Tagbina
166818000,Tago,166818000Tago,166818000Tago
166819000,City of Tandag (Capital),166819000City of Tandag (Capital),166819000City of Tandag (Capital)
168501000,Basilisa,168501000Basilisa,168501000Basilisa
168502000,Cagdianao,168502000Cagdianao,168502000Cagdianao
168503000,Dinagat,168503000Dinagat,168503000Dinagat
168504000,Libjo,168504000Libjo,168504000Libjo
168505000,Loreto,168505000Loreto,168505000Loreto
168506000,San Jose (Capital),168506000San Jose (Capital),168506000San Jose (Capital)
168507000,Tubajon,168507000Tubajon,168507000Tubajon
